EmployeeID,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,JobLevel,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP0660,48,Female,Research & Development,Research Director,Life Sciences,3,10153,2,3,2,4,3,3,3,No,Travel_Rarely,29,No
EMP0661,50,Male,Research & Development,Manager,Medical,2,11065,5,21,7,3,4,2,3,No,Travel_Rarely,16,No
EMP0662,56,Male,Human Resources,Human Resources,Medical,4,10601,1,14,12,3,4,3,4,No,Non-Travel,15,No
EMP0663,47,Male,Research & Development,Research Scientist,Life Sciences,3,11546,3,2,0,2,3,3,3,No,Travel_Frequently,24,No
EMP0664,54,Male,Sales,Sales Representative,Technical Degree,1,11402,2,1,0,2,2,3,3,No,Travel_Rarely,9,No
EMP0665,45,Female,Sales,Manager,Medical,2,10677,1,4,2,4,3,2,3,Yes,Travel_Rarely,17,Yes
EMP0666,48,Female,Sales,Manager,Technical Degree,4,10994,3,3,2,1,3,4,3,No,Travel_Rarely,21,No
EMP0667,28,Male,Sales,Manager,Technical Degree,1,8473,2,6,5,2,4,4,4,No,Non-Travel,12,No
EMP0668,40,Female,Sales,Sales Representative,Marketing,4,9225,3,6,5,2,1,2,3,No,Travel_Rarely,23,No
EMP0669,19,Female,Sales,Manager,Medical,3,8218,3,9,5,3,2,2,3,No,Travel_Frequently,8,No
EMP0670,57,Female,Sales,Sales Representative,Medical,3,11145,2,4,1,2,3,3,4,No,Travel_Rarely,14,No
EMP0671,58,Male,Sales,Manager,Life Sciences,2,10392,3,0,0,4,2,3,3,No,Travel_Rarely,27,No
EMP0672,44,Female,Research & Development,Research Scientist,Medical,2,10343,2,13,9,1,2,3,3,Yes,Travel_Rarely,18,Yes
EMP0673,52,Male,Sales,Sales Representative,Life Sciences,4,10131,2,2,1,2,2,3,3,No,Travel_Rarely,12,No
EMP0674,19,Male,Research & Development,Manager,Marketing,2,7336,3,24,12,3,3,3,3,Yes,Travel_Rarely,27,No
EMP0675,56,Male,Research & Development,Research Scientist,Life Sciences,3,12012,2,0,0,2,4,3,3,Yes,Travel_Rarely,14,No
EMP0676,54,Male,Human Resources,Manager,Life Sciences,2,9864,1,22,11,3,3,2,3,No,Travel_Frequently,20,No
EMP0677,38,Female,Sales,Sales Executive,Life Sciences,1,10678,4,0,0,1,2,2,3,Yes,Travel_Rarely,23,Yes
EMP0678,22,Male,Research & Development,Laboratory Technician,Life Sciences,1,6959,2,1,0,1,1,3,4,No,Travel_Rarely,5,No
EMP0679,38,Male,Human Resources,Manager,Marketing,2,8094,4,0,0,1,1,1,3,No,Travel_Rarely,1,No
EMP0680,46,Male,Research & Development,Healthcare Representative,Marketing,5,10206,4,8,5,4,3,4,3,No,Travel_Rarely,13,No
EMP0681,37,Female,Research & Development,Manager,Medical,2,10369,2,13,6,3,3,4,3,No,Travel_Rarely,14,No
EMP0682,55,Male,Sales,Manager,Life Sciences,2,10719,2,3,2,3,2,4,3,No,Travel_Rarely,2,No
EMP0683,37,Female,Sales,Sales Executive,Life Sciences,2,9208,2,18,12,2,3,4,3,No,Non-Travel,16,No
EMP0684,42,Male,Research & Development,Manager,Life Sciences,2,8958,2,6,2,3,3,3,4,No,Travel_Frequently,5,No
EMP0685,19,Male,Human Resources,Manager,Life Sciences,2,6094,4,6,4,3,2,4,3,Yes,Travel_Rarely,22,No
EMP0686,49,Male,Research & Development,Research Scientist,Human Resources,4,10678,3,13,7,4,2,2,4,No,Non-Travel,1,No
EMP0687,43,Male,Research & Development,Healthcare Representative,Life Sciences,2,8848,1,2,1,3,4,1,3,No,Travel_Rarely,12,No
EMP0688,23,Male,Sales,Sales Executive,Life Sciences,2,7414,3,3,1,3,2,4,3,No,Travel_Rarely,19,No
EMP0689,58,Male,Research & Development,Healthcare Representative,Life Sciences,1,11540,5,16,12,1,3,1,3,Yes,Travel_Frequently,22,Yes
EMP0690,20,Female,Sales,Sales Executive,Life Sciences,5,6814,2,16,5,3,2,4,3,Yes,Travel_Frequently,22,Yes
EMP0691,50,Female,Research & Development,Healthcare Representative,Medical,2,11784,3,26,15,2,4,3,3,No,Travel_Rarely,23,No
EMP0692,18,Male,Research & Development,Laboratory Technician,Medical,1,8919,3,16,15,4,3,4,3,No,Non-Travel,10,No
EMP0693,22,Male,Research & Development,Healthcare Representative,Life Sciences,3,7002,2,0,0,2,3,2,3,No,Travel_Frequently,12,No
EMP0694,30,Female,Sales,Sales Representative,Life Sciences,3,7654,2,12,4,2,4,3,4,No,Travel_Rarely,19,No
EMP0695,36,Male,Sales,Sales Representative,Life Sciences,2,7051,3,3,1,2,4,1,3,No,Travel_Rarely,16,No
EMP0696,29,Male,Research & Development,Healthcare Representative,Life Sciences,2,8193,2,32,16,2,3,4,3,No,Travel_Rarely,17,No
EMP0697,42,Female,Sales,Sales Executive,Life Sciences,3,9973,2,4,3,1,2,2,3,Yes,Travel_Rarely,13,Yes
EMP0698,52,Female,Research & Development,Manager,Other,2,10328,3,5,4,4,2,3,3,No,Travel_Rarely,7,No
EMP0699,29,Male,Sales,Sales Executive,Medical,4,8688,3,5,4,3,3,2,3,Yes,Travel_Rarely,28,No
EMP0700,47,Male,Research & Development,Research Director,Medical,3,9042,2,2,1,4,3,1,3,No,Non-Travel,27,No
EMP0701,22,Male,Research & Development,Research Scientist,Medical,2,8898,1,0,0,4,1,3,3,No,Non-Travel,3,No
EMP0702,51,Female,Sales,Sales Executive,Medical,2,9635,2,15,9,2,1,2,3,No,Travel_Rarely,5,No
EMP0703,39,Male,Research & Development,Laboratory Technician,Medical,2,9629,2,11,4,3,3,4,4,No,Travel_Rarely,4,No
EMP0704,56,Male,Sales,Sales Executive,Marketing,3,10405,2,1,0,1,2,2,4,Yes,Travel_Rarely,28,No
EMP0705,30,Male,Sales,Sales Representative,Marketing,2,7382,2,10,9,4,3,3,3,No,Non-Travel,15,No
EMP0706,20,Male,Human Resources,Manager,Life Sciences,2,6177,1,6,5,2,3,3,3,No,Travel_Frequently,17,No
EMP0707,37,Female,Research & Development,Research Director,Medical,3,10234,2,3,2,2,3,2,3,No,Travel_Rarely,12,No
EMP0708,48,Female,Research & Development,Laboratory Technician,Medical,5,10659,2,2,1,2,1,3,3,No,Travel_Frequently,23,No
EMP0709,22,Female,Sales,Manager,Technical Degree,2,8600,2,13,12,2,1,4,3,No,Travel_Rarely,14,No
EMP0710,41,Male,Research & Development,Research Scientist,Medical,4,10039,2,8,4,2,2,2,3,Yes,Non-Travel,29,No
EMP0711,57,Male,Research & Development,Research Scientist,Medical,2,11174,2,5,2,2,2,1,3,No,Travel_Rarely,4,No
EMP0712,50,Male,Research & Development,Research Director,Life Sciences,1,9119,4,6,5,3,3,2,3,Yes,Non-Travel,17,No
EMP0713,25,Male,Research & Development,Research Scientist,Medical,2,8283,1,0,0,4,3,3,3,No,Travel_Frequently,11,No
EMP0714,41,Female,Research & Development,Research Director,Life Sciences,2,9758,3,4,2,2,2,3,3,No,Travel_Rarely,6,No
EMP0715,37,Male,Research & Development,Research Director,Life Sciences,2,11022,4,1,0,2,1,3,3,No,Travel_Rarely,4,No
EMP0716,33,Male,Human Resources,Manager,Life Sciences,1,8689,2,1,0,4,1,4,3,No,Travel_Rarely,13,No
EMP0717,29,Male,Research & Development,Research Scientist,Marketing,4,10048,4,7,2,1,4,1,3,Yes,Travel_Frequently,20,Yes
EMP0718,30,Female,Human Resources,Human Resources,Life Sciences,4,8378,1,16,15,4,2,3,3,No,Travel_Rarely,15,No
EMP0719,59,Male,Sales,Sales Executive,Life Sciences,3,10150,2,3,1,2,4,3,4,Yes,Travel_Rarely,18,No
EMP0720,56,Male,Research & Development,Research Director,Human Resources,2,11073,2,1,0,3,4,3,3,Yes,Travel_Rarely,17,No
EMP0721,42,Male,Human Resources,Human Resources,Life Sciences,1,9048,1,7,3,3,3,4,3,No,Travel_Rarely,19,Yes
EMP0722,49,Female,Sales,Sales Representative,Medical,1,9168,2,14,9,3,3,3,4,Yes,Non-Travel,10,No
EMP0723,41,Male,Sales,Sales Representative,Medical,3,8972,2,9,2,4,2,4,3,Yes,Travel_Rarely,5,No
EMP0724,26,Female,Research & Development,Research Director,Life Sciences,4,8415,3,14,11,1,3,2,4,No,Travel_Rarely,12,No
EMP0725,57,Female,Research & Development,Healthcare Representative,Technical Degree,2,12344,4,5,3,2,2,1,3,No,Non-Travel,25,Yes
EMP0726,40,Male,Research & Development,Research Director,Life Sciences,1,8035,1,9,6,3,4,2,3,Yes,Travel_Frequently,15,No
EMP0727,30,Female,Sales,Sales Representative,Medical,2,9364,2,1,0,4,1,3,3,No,Travel_Rarely,23,No
EMP0728,49,Male,Research & Development,Laboratory Technician,Medical,2,9670,2,2,0,2,3,2,3,No,Travel_Rarely,4,No
EMP0729,32,Female,Sales,Sales Representative,Medical,2,7462,2,3,1,4,1,1,3,No,Travel_Rarely,8,No
EMP0730,53,Male,Sales,Manager,Marketing,3,11183,3,5,2,2,4,3,3,No,Travel_Rarely,28,No
EMP0731,22,Male,Sales,Sales Representative,Life Sciences,3,8345,2,18,13,1,2,3,3,No,Non-Travel,20,Yes
EMP0732,39,Male,Research & Development,Research Scientist,Life Sciences,1,10623,1,14,9,3,3,2,3,No,Travel_Rarely,22,No
EMP0733,33,Male,Research & Development,Manager,Marketing,1,9780,3,1,0,1,3,2,3,No,Travel_Rarely,28,No
EMP0734,58,Female,Research & Development,Research Director,Medical,5,12787,4,1,0,3,2,4,3,Yes,Travel_Rarely,17,No
EMP0735,27,Male,Research & Development,Research Scientist,Technical Degree,2,9106,2,3,1,1,3,2,3,No,Travel_Rarely,6,No
EMP0736,41,Female,Research & Development,Manager,Technical Degree,1,9654,2,2,0,2,4,4,3,No,Travel_Rarely,16,No
EMP0737,35,Male,Research & Development,Research Director,Technical Degree,2,9574,1,6,2,3,1,3,3,No,Non-Travel,26,No
EMP0738,35,Female,Research & Development,Healthcare Representative,Medical,1,10294,1,16,14,3,4,3,3,Yes,Travel_Frequently,5,No
EMP0739,24,Male,Research & Development,Research Director,Life Sciences,2,7796,1,22,16,2,3,2,3,No,Travel_Rarely,14,No
EMP0740,21,Male,Research & Development,Laboratory Technician,Technical Degree,3,7658,2,7,3,2,4,3,3,No,Travel_Rarely,2,No
EMP0741,43,Male,Research & Development,Laboratory Technician,Medical,2,9692,4,12,5,2,2,3,3,No,Travel_Rarely,17,No
EMP0742,22,Female,Research & Development,Healthcare Representative,Life Sciences,2,6576,2,5,4,2,3,3,3,No,Travel_Rarely,29,No
EMP0743,33,Male,Research & Development,Research Scientist,Technical Degree,3,9250,1,1,0,4,4,2,3,No,Travel_Frequently,6,No
EMP0744,52,Male,Research & Development,Manager,Human Resources,2,9151,2,5,3,4,2,2,3,Yes,Non-Travel,11,No
EMP0745,43,Male,Sales,Sales Representative,Medical,4,9482,2,5,2,1,3,4,3,No,Non-Travel,2,No
EMP0746,35,Female,Research & Development,Research Scientist,Life Sciences,4,9992,3,9,4,1,1,3,3,No,Travel_Rarely,25,No
EMP0747,46,Male,Research & Development,Healthcare Representative,Life Sciences,1,9798,2,1,0,4,1,3,3,Yes,Travel_Rarely,25,No
EMP0748,40,Male,Research & Development,Laboratory Technician,Technical Degree,3,11041,2,3,2,3,3,3,3,No,Non-Travel,1,No
EMP0749,31,Male,Human Resources,Manager,Human Resources,2,6811,2,3,1,3,3,4,3,No,Travel_Rarely,5,No
EMP0750,32,Female,Research & Development,Healthcare Representative,Life Sciences,5,10013,1,22,19,3,3,3,3,No,Travel_Rarely,8,No
EMP0751,50,Female,Sales,Manager,Life Sciences,2,10540,1,4,3,2,1,3,3,No,Travel_Rarely,4,No
EMP0752,42,Male,Human Resources,Manager,Technical Degree,5,7487,1,9,4,2,2,4,4,Yes,Non-Travel,19,No
EMP0753,38,Male,Research & Development,Manager,Life Sciences,3,11708,2,9,5,4,2,4,3,Yes,Travel_Frequently,5,No
EMP0754,34,Male,Research & Development,Laboratory Technician,Medical,2,9169,1,2,0,3,3,2,3,Yes,Travel_Rarely,5,No
EMP0755,40,Male,Sales,Sales Representative,Other,2,8498,2,5,1,1,4,2,3,No,Non-Travel,24,Yes
EMP0756,34,Male,Research & Development,Research Director,Life Sciences,5,8094,3,15,12,1,3,4,4,No,Non-Travel,16,Yes
EMP0757,31,Female,Research & Development,Research Scientist,Medical,4,8803,3,4,1,2,1,4,3,No,Travel_Rarely,22,No
EMP0758,46,Male,Research & Development,Manager,Life Sciences,1,10078,3,20,17,3,4,3,3,No,Travel_Rarely,18,No
EMP0759,37,Female,Research & Development,Laboratory Technician,Life Sciences,3,9542,4,1,0,2,3,3,3,Yes,Travel_Rarely,11,No
EMP0760,47,Male,Research & Development,Manager,Technical Degree,2,10021,2,0,0,1,3,3,3,Yes,Travel_Rarely,17,No
EMP0761,36,Female,Sales,Sales Representative,Medical,1,9386,4,15,9,4,1,3,3,No,Travel_Rarely,29,No
EMP0762,56,Male,Research & Development,Manager,Other,2,10669,2,13,11,1,3,3,3,Yes,Travel_Rarely,3,No
EMP0763,30,Male,Sales,Manager,Medical,2,6852,2,34,28,1,2,2,3,Yes,Non-Travel,18,No
EMP0764,35,Male,Research & Development,Laboratory Technician,Life Sciences,3,9180,2,7,5,2,2,4,3,No,Travel_Rarely,4,No
EMP0765,40,Male,Sales,Sales Executive,Life Sciences,2,7306,1,19,10,2,1,4,3,No,Travel_Rarely,19,No
EMP0766,50,Male,Research & Development,Research Scientist,Life Sciences,4,10783,5,12,7,2,1,3,3,No,Non-Travel,9,No
EMP0767,56,Female,Research & Development,Healthcare Representative,Life Sciences,1,10196,1,13,9,4,1,2,3,No,Travel_Rarely,5,No
EMP0768,57,Female,Research & Development,Healthcare Representative,Life Sciences,2,11190,2,5,4,4,2,2,3,No,Travel_Rarely,4,No
EMP0769,35,Male,Research & Development,Research Scientist,Life Sciences,2,10351,2,3,1,2,1,3,4,No,Travel_Frequently,16,No
EMP0770,26,Male,Research & Development,Manager,Medical,2,7821,1,19,17,2,3,3,3,Yes,Non-Travel,10,No
EMP0771,50,Male,Sales,Sales Executive,Marketing,1,10849,1,3,1,3,1,3,3,No,Travel_Frequently,9,No
EMP0772,49,Male,Research & Development,Manager,Medical,2,10073,1,5,4,2,3,3,4,Yes,Travel_Rarely,16,No
EMP0773,34,Male,Sales,Sales Executive,Marketing,3,10122,2,4,3,1,1,3,3,Yes,Travel_Rarely,20,No
EMP0774,36,Female,Research & Development,Research Scientist,Life Sciences,2,9087,4,5,3,4,4,4,3,Yes,Travel_Rarely,22,Yes
EMP0775,44,Female,Research & Development,Laboratory Technician,Life Sciences,2,9347,2,4,2,1,4,1,3,No,Non-Travel,26,No
EMP0776,23,Female,Sales,Sales Executive,Medical,2,8389,1,0,0,1,2,3,4,No,Travel_Frequently,17,No
EMP0777,52,Male,Sales,Manager,Medical,4,9811,3,14,6,2,3,4,3,No,Travel_Rarely,29,No
EMP0778,54,Female,Research & Development,Laboratory Technician,Life Sciences,4,10146,5,4,1,3,1,3,3,No,Non-Travel,18,No
EMP0779,51,Female,Research & Development,Research Scientist,Technical Degree,2,10197,1,6,2,1,4,3,3,No,Non-Travel,15,No
EMP0780,37,Male,Research & Development,Research Scientist,Marketing,2,9424,2,1,0,1,3,3,4,No,Non-Travel,20,No
EMP0781,42,Male,Research & Development,Research Scientist,Medical,1,10933,5,0,0,2,1,4,3,No,Travel_Rarely,9,No
EMP0782,21,Female,Research & Development,Manager,Life Sciences,4,6632,1,1,0,3,2,1,4,No,Travel_Rarely,6,No
EMP0783,27,Male,Sales,Sales Executive,Marketing,1,8178,2,8,2,2,1,3,3,No,Travel_Rarely,6,No
EMP0784,27,Male,Research & Development,Laboratory Technician,Medical,2,9159,1,0,0,2,2,1,3,No,Travel_Rarely,11,No
EMP0785,41,Male,Sales,Sales Representative,Marketing,2,9434,4,16,11,3,3,2,3,No,Travel_Rarely,25,No
EMP0786,38,Male,Human Resources,Human Resources,Marketing,2,9587,5,1,0,4,2,3,3,Yes,Travel_Rarely,28,No
EMP0787,28,Male,Research & Development,Research Scientist,Technical Degree,2,8680,3,1,0,2,2,2,3,No,Non-Travel,20,No
EMP0788,44,Female,Research & Development,Research Scientist,Medical,3,9872,2,1,0,1,1,4,4,No,Travel_Rarely,3,No
EMP0789,33,Female,Research & Development,Research Scientist,Life Sciences,1,9613,2,0,0,2,2,4,3,No,Non-Travel,23,No
EMP0790,43,Female,Human Resources,Manager,Medical,3,9019,1,10,7,3,1,3,4,No,Travel_Frequently,12,No
EMP0791,47,Male,Sales,Sales Representative,Medical,1,9447,4,14,4,1,4,3,3,No,Travel_Rarely,15,No
EMP0792,33,Female,Research & Development,Laboratory Technician,Marketing,1,9552,4,6,1,2,1,3,3,No,Travel_Frequently,7,No
EMP0793,24,Male,Research & Development,Research Scientist,Life Sciences,4,7897,2,1,0,1,3,4,3,No,Travel_Rarely,25,No
EMP0794,33,Male,Research & Development,Laboratory Technician,Life Sciences,2,8651,3,2,0,1,2,3,3,No,Travel_Rarely,22,No
EMP0795,52,Male,Sales,Sales Executive,Human Resources,4,9737,1,4,2,2,2,1,3,No,Travel_Rarely,18,No
EMP0796,33,Male,Research & Development,Manager,Marketing,2,10222,2,21,13,2,3,4,3,No,Travel_Rarely,22,No
EMP0797,57,Male,Human Resources,Manager,Human Resources,1,7483,3,1,0,4,2,4,3,Yes,Travel_Rarely,15,No
EMP0798,29,Male,Research & Development,Research Scientist,Marketing,4,9136,2,9,6,3,2,3,3,No,Travel_Rarely,8,No
EMP0799,52,Male,Research & Development,Laboratory Technician,Medical,2,10687,2,4,2,2,3,4,3,No,Travel_Frequently,22,No
EMP0800,38,Male,Human Resources,Manager,Medical,4,7195,1,2,1,2,3,4,4,No,Travel_Rarely,9,Yes
EMP0801,53,Female,Research & Development,Laboratory Technician,Human Resources,2,10987,3,4,1,3,2,3,3,Yes,Non-Travel,15,No
EMP0802,34,Male,Sales,Manager,Medical,4,9100,4,0,0,1,3,3,3,No,Travel_Rarely,16,Yes
EMP0803,49,Female,Research & Development,Manager,Medical,1,10891,5,11,6,4,3,4,3,Yes,Travel_Frequently,20,No
EMP0804,58,Male,Research & Development,Research Director,Life Sciences,2,9018,3,1,0,4,1,2,3,Yes,Travel_Rarely,3,Yes
EMP0805,23,Male,Research & Development,Research Director,Medical,3,9433,2,9,5,1,2,2,3,No,Travel_Rarely,27,No
EMP0806,41,Female,Research & Development,Healthcare Representative,Marketing,4,9189,2,0,0,1,1,2,4,No,Travel_Rarely,5,No
EMP0807,44,Male,Human Resources,Manager,Life Sciences,4,9569,5,21,14,1,1,4,3,Yes,Travel_Rarely,3,No
EMP0808,37,Male,Human Resources,Human Resources,Life Sciences,3,9052,2,1,0,3,3,4,3,No,Travel_Rarely,27,No
EMP0809,42,Female,Research & Development,Healthcare Representative,Life Sciences,4,9158,3,15,8,3,4,2,3,No,Travel_Rarely,28,No
EMP0810,19,Male,Sales,Manager,Life Sciences,2,8048,3,11,8,4,4,4,3,Yes,Travel_Rarely,2,No
EMP0811,26,Female,Human Resources,Human Resources,Life Sciences,2,7271,4,24,21,3,1,4,3,No,Travel_Rarely,2,No
EMP0812,45,Male,Research & Development,Manager,Medical,2,8442,1,4,3,2,2,4,3,No,Travel_Frequently,4,No
EMP0813,55,Male,Sales,Sales Representative,Human Resources,2,11334,1,9,6,3,3,1,3,No,Travel_Rarely,3,No
EMP0814,20,Male,Human Resources,Human Resources,Medical,2,6479,3,3,1,3,1,3,4,No,Travel_Frequently,9,No
EMP0815,37,Male,Research & Development,Research Director,Life Sciences,2,8776,4,1,0,3,3,3,3,No,Travel_Rarely,23,Yes
EMP0816,23,Female,Research & Development,Research Director,Life Sciences,1,8017,3,4,3,2,3,3,3,Yes,Travel_Rarely,22,No
EMP0817,56,Female,Research & Development,Manager,Marketing,3,11197,2,1,0,3,4,3,3,No,Travel_Rarely,26,No
EMP0818,50,Male,Research & Development,Research Director,Life Sciences,2,10454,2,28,27,3,1,4,3,Yes,Travel_Rarely,12,No
EMP0819,18,Male,Sales,Sales Representative,Technical Degree,2,7878,3,0,0,3,2,3,3,No,Travel_Frequently,24,Yes
EMP0820,54,Female,Research & Development,Healthcare Representative,Medical,2,9748,3,6,4,3,4,4,3,Yes,Non-Travel,9,No
EMP0821,23,Male,Research & Development,Manager,Technical Degree,3,7746,2,6,1,3,3,2,4,No,Travel_Rarely,19,No
EMP0822,51,Male,Sales,Sales Executive,Life Sciences,3,9987,2,5,3,3,4,2,3,No,Travel_Frequently,12,No
EMP0823,32,Male,Research & Development,Laboratory Technician,Marketing,3,10578,4,7,4,3,1,1,3,No,Travel_Rarely,16,No
EMP0824,43,Male,Research & Development,Research Director,Life Sciences,1,9848,2,0,0,3,3,3,3,No,Travel_Rarely,26,No
EMP0825,31,Female,Research & Development,Laboratory Technician,Human Resources,2,9848,3,5,2,2,3,3,3,No,Travel_Rarely,23,No
EMP0826,24,Female,Human Resources,Human Resources,Medical,1,7450,1,2,1,2,1,4,4,No,Travel_Rarely,25,No
EMP0827,48,Male,Research & Development,Laboratory Technician,Life Sciences,2,9953,2,19,13,1,3,3,4,No,Travel_Rarely,1,No
EMP0828,41,Male,Research & Development,Research Scientist,Life Sciences,2,9582,4,10,5,3,3,3,4,Yes,Travel_Rarely,10,No
EMP0829,48,Male,Research & Development,Healthcare Representative,Life Sciences,1,10205,1,25,8,3,2,3,3,Yes,Travel_Rarely,25,No
EMP0830,46,Male,Research & Development,Research Director,Marketing,2,10662,2,0,0,4,2,1,3,No,Travel_Rarely,23,No
EMP0831,59,Male,Sales,Sales Executive,Life Sciences,4,11819,2,2,1,2,3,2,3,No,Travel_Rarely,10,No
EMP0832,49,Female,Research & Development,Laboratory Technician,Medical,4,10707,3,1,0,2,2,3,3,Yes,Travel_Rarely,4,No
EMP0833,34,Male,Sales,Manager,Life Sciences,2,9669,2,0,0,2,4,3,3,Yes,Travel_Rarely,29,No
EMP0834,31,Male,Sales,Sales Representative,Medical,1,7708,1,1,0,1,2,4,4,Yes,Non-Travel,11,No
EMP0835,57,Male,Research & Development,Research Director,Technical Degree,2,10728,4,7,5,3,2,3,3,No,Travel_Rarely,28,No
EMP0836,53,Male,Research & Development,Research Scientist,Marketing,2,10160,2,1,0,2,4,4,4,No,Travel_Rarely,22,No
EMP0837,41,Male,Human Resources,Human Resources,Marketing,4,9031,1,4,3,3,4,3,4,No,Travel_Rarely,11,No
EMP0838,44,Female,Research & Development,Laboratory Technician,Life Sciences,1,9732,1,15,10,3,1,4,4,Yes,Non-Travel,11,Yes
EMP0839,42,Male,Research & Development,Healthcare Representative,Life Sciences,3,10443,5,8,4,2,3,2,3,Yes,Travel_Rarely,22,No
EMP0840,49,Female,Research & Development,Healthcare Representative,Marketing,1,9675,1,3,1,4,1,3,3,No,Travel_Rarely,6,No
EMP0841,35,Male,Sales,Sales Executive,Life Sciences,5,8834,3,3,2,2,1,3,3,No,Travel_Frequently,15,No
EMP0842,35,Male,Research & Development,Healthcare Representative,Medical,2,9849,2,4,1,2,2,4,3,No,Travel_Rarely,2,No
EMP0843,54,Male,Sales,Manager,Life Sciences,3,8667,4,1,0,4,2,2,3,Yes,Travel_Rarely,21,No
EMP0844,43,Male,Human Resources,Manager,Life Sciences,2,10637,3,7,5,4,4,3,3,No,Travel_Frequently,23,No
EMP0845,26,Male,Sales,Sales Representative,Life Sciences,3,7853,2,3,1,1,3,3,3,No,Travel_Rarely,22,No
EMP0846,52,Male,Research & Development,Research Director,Technical Degree,2,9039,1,13,11,1,4,3,3,No,Travel_Rarely,3,No
EMP0847,25,Female,Sales,Sales Executive,Life Sciences,1,8126,4,9,3,1,3,2,3,No,Travel_Rarely,27,No
EMP0848,37,Female,Human Resources,Manager,Medical,4,8486,2,6,5,2,2,1,4,Yes,Travel_Rarely,28,No
EMP0849,59,Male,Research & Development,Manager,Life Sciences,4,11154,4,3,1,4,3,3,3,No,Travel_Rarely,5,No
EMP0850,39,Male,Research & Development,Manager,Medical,4,10412,2,1,0,3,4,3,3,No,Travel_Rarely,29,No
EMP0851,36,Male,Sales,Manager,Life Sciences,3,9477,3,10,9,2,3,2,3,No,Travel_Rarely,24,No
EMP0852,47,Male,Research & Development,Research Scientist,Human Resources,3,10498,1,4,2,4,3,2,3,No,Travel_Frequently,11,No
EMP0853,45,Male,Sales,Manager,Human Resources,1,9960,3,1,0,2,4,1,3,Yes,Travel_Frequently,21,No
EMP0854,52,Female,Research & Development,Laboratory Technician,Life Sciences,2,10576,2,1,0,2,1,4,3,No,Travel_Rarely,12,No
EMP0855,28,Male,Sales,Sales Representative,Human Resources,2,9660,2,1,0,4,3,3,4,No,Travel_Rarely,26,No
EMP0856,48,Male,Sales,Sales Representative,Other,3,8656,1,10,6,4,4,4,3,No,Non-Travel,3,No
EMP0857,56,Male,Sales,Sales Representative,Technical Degree,2,10591,1,1,0,4,4,3,3,Yes,Travel_Rarely,9,No
EMP0858,53,Male,Research & Development,Healthcare Representative,Technical Degree,1,10792,1,5,4,3,2,4,3,Yes,Travel_Rarely,27,No
EMP0859,47,Female,Research & Development,Manager,Life Sciences,3,10910,2,4,2,3,3,3,3,Yes,Travel_Rarely,3,No
EMP0860,40,Male,Sales,Manager,Medical,3,8524,4,6,3,1,3,3,3,Yes,Travel_Rarely,2,Yes
EMP0861,36,Male,Research & Development,Healthcare Representative,Life Sciences,2,7985,2,14,9,3,2,3,3,No,Travel_Rarely,6,No
EMP0862,29,Female,Research & Development,Laboratory Technician,Life Sciences,1,8945,3,14,10,4,3,4,4,Yes,Travel_Rarely,24,Yes
EMP0863,32,Male,Research & Development,Healthcare Representative,Other,2,9284,1,4,1,2,2,3,3,No,Non-Travel,6,No
EMP0864,48,Female,Research & Development,Research Scientist,Life Sciences,2,11531,2,0,0,3,2,2,3,Yes,Travel_Rarely,17,No
EMP0865,54,Male,Research & Development,Research Director,Marketing,2,9803,2,3,1,3,2,2,3,No,Travel_Rarely,8,No
EMP0866,54,Male,Research & Development,Research Scientist,Technical Degree,3,11743,5,6,2,1,3,3,3,No,Travel_Rarely,1,No
EMP0867,32,Female,Sales,Manager,Technical Degree,3,10453,4,5,2,3,2,3,3,No,Travel_Frequently,25,No
EMP0868,46,Male,Sales,Sales Executive,Other,3,9377,2,7,4,1,3,1,3,No,Travel_Rarely,8,Yes
EMP0869,43,Male,Research & Development,Research Director,Life Sciences,2,8907,3,1,0,3,2,3,3,No,Travel_Rarely,22,No
EMP0870,19,Male,Human Resources,Manager,Life Sciences,4,6694,1,7,4,1,1,3,3,No,Travel_Rarely,15,No
EMP0871,37,Male,Research & Development,Healthcare Representative,Medical,2,9471,2,1,0,4,1,4,3,No,Travel_Rarely,18,No
EMP0872,32,Female,Sales,Sales Executive,Life Sciences,2,9011,1,9,3,2,2,1,3,No,Travel_Rarely,13,No
EMP0873,21,Female,Research & Development,Research Director,Life Sciences,3,7706,2,2,1,2,3,3,3,No,Travel_Rarely,25,No
EMP0874,39,Female,Research & Development,Healthcare Representative,Life Sciences,2,10864,1,8,3,1,3,4,3,Yes,Travel_Rarely,8,Yes
EMP0875,55,Female,Sales,Sales Executive,Marketing,1,9508,3,0,0,4,1,3,3,No,Travel_Rarely,29,No
EMP0876,40,Male,Sales,Manager,Medical,4,7808,2,3,2,3,1,2,3,Yes,Non-Travel,20,No
EMP0877,43,Male,Research & Development,Research Scientist,Life Sciences,2,10825,3,8,3,3,3,4,3,No,Travel_Rarely,18,No
EMP0878,28,Male,Research & Development,Manager,Medical,3,6920,2,1,0,3,2,3,3,No,Travel_Rarely,13,No
EMP0879,45,Male,Sales,Manager,Life Sciences,1,9436,1,11,6,2,4,3,3,No,Travel_Rarely,14,No
